iter,timestamp,n_games,rollout_seconds,n_actions,mean_turns,s1_wins,s2_wins,draws,action_recruit_pct,action_move_pct,action_attack_pct,action_end_turn_pct,action_other_pct,mean_units_end_s1,mean_units_end_s2,closest_approach_s1,closest_approach_s2,train_n_trajectories,train_n_transitions,train_loss,train_policy_loss,train_value_loss,train_entropy,train_mean_return,train_grad_norm,r_gold_killed,r_village_delta,r_damage_dealt,r_unit_recruited_cost,r_per_turn_penalty,r_leader_move_penalty,r_invalid_action,r_min_enemy_distance,r_approach_mp,r_unused_mp,r_fog_reveal,r_attack_attempt,r_unit_type_bonus,r_turn_cond_bonus,r_terminal,mean_end_gold_s1,mean_end_gold_s2,n_recruits_s1,n_recruits_s2,n_recruit_attempts_s1,n_recruit_attempts_s2
6,2026-06-12T23:22:59,2,62.143145699985325,162,25.0,0,0,2,8.024691358024691,72.8395061728395,3.0864197530864197,16.049382716049383,0.0,3.5,5.0,5.5,5.5,162,162,5.426821630913764,3.494141911622137,3.865359438583255,1.5233511529982848,0.009719044901430607,13.912079811096191,,0.05,,0.23300000000000004,,-0.34000000000000014,,-0.1292,,,,,,,,72.5,6.0,5,8,5,8
7,2026-06-12T23:30:27,2,308.22247139998944,145,25.0,0,0,2,8.275862068965518,86.89655172413794,0.0,4.827586206896552,0.0,3.5,4.5,24.0,27.5,145,145,22.32382847601548,20.32656338950619,3.9945301730185747,3.4516737591962476,-0.0005875349161215127,154.62118530273438,,,,0.19000000000000006,,-0.3000000000000001,,-0.3874999999999993,,,,,,,,64.0,116.0,5,7,5,7
8,2026-06-13T02:56:29,1,12357.032574799989,71,25.0,0,0,1,7.042253521126761,91.54929577464789,0.0,1.408450704225352,0.0,5.0,2.0,13.0,15.0,71,71,34.39929031813517,32.492247209418565,3.814086217433214,2.4631379067010157,-0.05740360543131828,158.4650115966797,,,,0.136,,-0.060000000000000005,,-0.09560000000000023,,,,,,,,-11.0,112.0,4,1,4,1
9,2026-06-13T02:57:07,2,30.708190200006356,141,25.0,0,0,2,9.929078014184396,79.43262411347517,5.673758865248227,4.964539007092198,0.0,4.0,5.0,10.5,8.5,141,141,16.583321853540838,14.556473781354725,4.053696144372225,2.166977023864577,-0.02048603631556034,80.86454010009766,,0.1,,0.25000000000000006,,-0.07,,-0.13099999999999987,,,,,,,,41.5,13.0,6,8,6,8
10,2026-06-13T02:59:38,2,106.95615929999622,164,25.0,0,0,2,10.975609756097562,87.1951219512195,0.0,1.829268292682927,0.0,5.5,5.5,16.0,17.0,164,164,12.047818939201534,10.03532943315804,4.0249790120869875,2.063863391775546,-0.035556863993406296,73.01582336425781,,0.05,,0.2940000000000001,,-0.03,,-0.26130000000000064,,,,,,,,-19.0,75.0,9,9,9,9
11,2026-06-13T03:01:30,2,79.68849760000012,155,25.0,0,0,2,5.806451612903226,79.35483870967742,5.161290322580645,9.67741935483871,0.0,5.0,4.5,11.5,12.0,155,155,23.40915115457028,21.356937332078815,4.104427644982934,2.7797969171745716,-0.05932115018367767,158.82000732421875,,0.1,,0.14900000000000002,,-0.09,,-0.1675000000000001,,,,,,,,66.5,121.0,5,4,5,4
12,2026-06-13T03:08:26,2,245.1410193000047,157,25.0,0,0,2,8.280254777070065,87.89808917197452,0.6369426751592356,3.1847133757961785,0.0,4.5,4.0,12.5,12.5,157,157,24.227251773700118,22.19607552420348,4.0623524989932775,2.4081333402991936,-0.034644268453121185,158.92617797851562,,,,0.22200000000000003,,-0.13999999999999999,,-0.2535000000000002,,,,,,,,2.0,28.0,7,6,7,6
13,2026-06-13T03:09:07,2,32.68168129998958,106,15.5,0,1,1,8.653846153846153,72.11538461538461,4.8076923076923075,14.423076923076923,0.0,2.0,3.5,7.0,6.0,104,104,14.217482913285494,12.23183749616146,3.971290834248066,2.085638652395128,-0.04309424012899399,116.12142944335938,0.16999999999999998,,0.0465,0.153,,-0.19000000000000003,,-0.1018000000000001,,,,,,,0.0,67.5,22.5,3,6,3,6
14,2026-06-13T03:14:37,2,214.35330160000012,126,25.0,0,0,2,12.698412698412698,84.92063492063492,0.0,2.380952380952381,0.0,5.5,4.5,25.5,27.0,126,126,27.889954212121665,26.080993010662496,3.6179224029183388,2.0393935360353046,-0.022935083135962486,138.97943115234375,,,,0.2770000000000001,,,,-0.30740000000000073,,,,,,,,-37.5,73.5,9,7,9,7
15,2026-06-13T03:17:39,2,128.72343179999734,188,25.0,0,0,2,10.106382978723405,88.82978723404256,0.0,1.0638297872340425,0.0,6.0,5.5,13.0,10.5,188,188,12.505289343651384,10.67784654488787,3.654885597527027,1.9666371667577633,-0.046214088797569275,59.64573287963867,,,,0.32400000000000007,,-0.08,,-0.24360000000000012,,,,,,,,-41.0,-2.5,10,9,10,9
