file,z1,l_hp,l_cost,n_measured,n_bailed
2026-07-11_2p__Den_of_Onis_Turn_8_(41510).json.gz,1.0,-21.620500000000003,40.8155,23,3
2024-04-05_2p_mini_edited_Turn_16_(1120).json.gz,-1.0,89.32409999999999,-10.342800000000002,54,12
2024-11-08_2p__Weldyn_Channel_Turn_13_(5913).json.gz,-1.0,-1.4618483999999983,29.0271624,55,17
2025-02-08_2p__Weldyn_Channel_Turn_32_(26816).json.gz,-1.0,-91.209724,-32.370836,147,38
2025-02-15_2p__Den_of_Onis_Turn_18_(32561).json.gz,-1.0,39.61887840000002,37.20990959999999,82,8
2024-11-12_2p__Ruined_Passage_Turn_14_(8998).json.gz,-1.0,-27.858998240000002,-69.66509680000001,86,29
2024-07-26_2p_mini_edited_Turn_9_(18324).json.gz,-1.0,13.161999999999999,-8.072,26,8
2024-05-30_2p_mini_edited_Turn_10_(36156).json.gz,-1.0,13.903300000000007,26.16628,34,4
2024-04-18_2p_mini_edited_Turn_5_(8841).json.gz,1.0,38.498999999999995,14.192,20,0
2024-04-27_2p__Clearing_Gushes_Turn_26_(13988).json.gz,1.0,-38.20807799999999,-38.216764000000026,121,32
2024-07-08_2p_mini_edited_Turn_16_(6362).json.gz,1.0,-26.509580800000005,-15.200483200000008,28,9
2026-07-06_2p__Hamlets_Turn_24_(38016).json.gz,1.0,24.916944000000036,-4.345503999999988,56,10
2024-06-02_2p_mini_edited_Turn_16_(38546).json.gz,-1.0,33.96940000000001,37.5124,37,9
2024-05-11_2p_mini_edited_Turn_8_(24756).json.gz,-1.0,-4.485399999999999,-5.515200000000002,20,7
2026-03-17_2p__Caves_of_the_Basilisk_Turn_7_(5337).json.gz,1.0,-35.717569801311214,-2.1971901709883923,27,2
2024-05-02_2p__Aethermaw_Turn_12_(18247).json.gz,1.0,19.71836000000001,-2.9394200000000072,36,0
2024-04-07_2p_mini_edited_Turn_16_(2710).json.gz,-1.0,-29.183019999999974,-39.154863999999996,38,16
2024-12-01_2p__Den_of_Onis_Turn_13_(24088).json.gz,1.0,55.83832624999999,-6.561662500000008,44,14
2026-05-16_2p__Den_of_Onis_Turn_15_(2986).json.gz,1.0,10.4226864,-3.518089599999989,40,3
2024-12-30_2p__Tombs_of_Kesorak_Turn_8_(13075).json.gz,1.0,73.20772799999999,20.461023999999995,32,1
2024-03-27_2p__Clearing_Gushes_Turn_56_(767).json.gz,1.0,-158.45759999999996,-126.68112000000002,152,32
2026-02-01_2p__Den_of_Onis_Turn_11_(75011).json.gz,1.0,-127.26548165302162,-0.49645668874770976,34,2
2024-05-16_2p__Hamlets_Turn_24_(27783).json.gz,1.0,-43.99817320000001,-66.55094559999999,96,41
2025-08-08_2p__Caves_of_the_Basilisk_Turn_21_(169460).json.gz,1.0,30.214024000000045,-1.5249040000000011,98,19
2025-03-22_2p__Clearing_Gushes_Turn_21_(62076).json.gz,1.0,57.10268299999998,-10.865684000000003,94,19
2026-06-12_2p__Weldyn_Channel_Turn_15_(21522).json.gz,-1.0,92.88359999999997,43.88178000000002,76,13
2024-07-21_2p__Hamlets_Turn_36_(14828).json.gz,1.0,33.97772,13.542420000000028,177,24
2025-06-07_2p__Hornshark_Island_Turn_14_(122343).json.gz,1.0,-67.60050079999996,0.916748799999997,94,11
2024-06-13_2p_mini_edited_Turn_14_(45900).json.gz,1.0,0.677099999999994,19.2002,31,6
2025-07-05_2p__Fallenstar_Lake_Turn_59_(143868).json.gz,-1.0,-26.594323999999993,-93.45608319999998,138,984
2026-01-19_2p__Aethermaw_Turn_8_(61906).json.gz,1.0,46.524,2.808000000000005,19,0
